Symbol,Name,Exchange
BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ Capital Market
BWEN,"Broadwind, Inc. - Common Stock",NASDAQ Capital Market
BWFG,"Bankwell Financial Group, Inc. - Common Stock",NASDAQ Global MarketSM
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
BWMN,Bowman Consulting Group Ltd. - Common Stock,NASDAQ Global MarketSM
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. - Ordinary Shares",NASDAQ Capital Market
BYFC,Broadway Financial Corporation - Class A Common Stock,NASDAQ Capital Market
BYND,"Beyond Meat, Inc. - Common stock",NASDAQ Global Select MarketSM
BYNO,byNordic Acquisition Corporation - Class A Common Stock,NASDAQ Global MarketSM
BYNOU,byNordic Acquisition Corporation - Units,NASDAQ Global MarketSM
BYNOW,byNordic Acquisition Corporation - Warrant,NASDAQ Global MarketSM
BYRN,"Byrna Technologies, Inc. - Common Stock",NASDAQ Capital Market
BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ Capital Market
BYU,"BAIYU Holdings, Inc. - Common Stock",NASDAQ Capital Market
BZ,KANZHUN LIMITED - American Depository Shares,NASDAQ Global Select MarketSM
BZFD,"BuzzFeed, Inc. - Class A Common Stock",NASDAQ Capital Market
BZFDW,"BuzzFeed, Inc. - Warrant",NASDAQ Capital Market
BZUN,Baozun Inc. - American Depositary Shares,NASDAQ Global Select MarketSM
CA,Xtrackers California Municipal Bonds ETF,NASDAQ Global MarketSM
CAAS,"China Automotive Systems, Inc. - Common Stock",NASDAQ Capital Market
CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ Global Select MarketSM
CAC,Camden National Corporation - Common Stock,NASDAQ Global Select MarketSM
CACC,Credit Acceptance Corporation - Common Stock,NASDAQ Global Select MarketSM
CACG,ClearBridge All Cap Growth ESG ETF,NASDAQ Global MarketSM
CACO,Caravelle International Group - Ordinary Shares,NASDAQ Capital Market
CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ Global MarketSM
CAFG,Pacer US Small Cap Cash Cows Growth Leaders ETF,NASDAQ Global MarketSM
CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ Global Select MarketSM
CALB,California BanCorp - Common Stock,NASDAQ Global Select MarketSM
CALC,"CalciMedica, Inc. - Common Stock",NASDAQ Capital Market
CALM,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ Global Select MarketSM
CALT,Calliditas Therapeutics AB - American Depositary Shares,NASDAQ Global Select MarketSM
CALY,BlackRock Short-Term California Muni Bond ETF,NASDAQ Global MarketSM
CAMP,CalAmp Corp. - Common Stock,NASDAQ Global Select MarketSM
CAMT,Camtek Ltd. - Ordinary Shares,NASDAQ Global MarketSM
CAN,Canaan Inc. - American Depositary Shares,NASDAQ Global MarketSM
CANC,Tema Oncology ETF,NASDAQ Global MarketSM
CANQ,Calamos Alternative Nasdaq & Bond ETF,NASDAQ Global MarketSM
CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CAPT,Captivision Inc. - Ordinary Shares,NASDAQ Global MarketSM
CAPTW,Captivision Inc. - Warrant,NASDAQ Capital Market
CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ Global Select MarketSM
CARA,"Cara Therapeutics, Inc. - Common Stock",NASDAQ Global MarketSM
CARE,"Carter Bankshares, Inc. - Common Stock",NASDAQ Global Select MarketSM
CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
CARM,"Carisma Therapeutics, Inc. - Common Stock",NASDAQ Global MarketSM
CART,Maplebear Inc. - Common Stock,NASDAQ Global Select MarketSM
CARV,"Carver Bancorp, Inc. - Common Stock",NASDAQ Capital Market
CARZ,First Trust S-Network Electric & Future Vehicle Ecosystem ETF,NASDAQ Global MarketSM
CASH,"Pathward Financial, Inc. - Common Stock",NASDAQ Global Select MarketSM
CASI,"CASI Pharmaceuticals, Inc. - Ordinary Shares",NASDAQ Capital Market
CASS,"Cass Information Systems, Inc - Common Stock",NASDAQ Global Select MarketSM
CASY,"Caseys General Stores, Inc. - Common Stock",NASDAQ Global Select MarketSM
CATC,Cambridge Bancorp - Common Stock,NASDAQ Capital Market
CATH,Global X S&P 500 Catholic Values ETF,NASDAQ Global MarketSM
CATY,Cathay General Bancorp - Common Stock,NASDAQ Global Select MarketSM
CAUD,"Collective Audience, Inc. - Common Stock",NASDAQ Global MarketSM
CBAN,"Colony Bankcorp, Inc. - Common Stock",NASDAQ Global MarketSM
CBAT,"CBAK Energy Technology, Inc. - Common Stock",NASDAQ Capital Market
CBFV,"CB Financial Services, Inc. - Common Stock",NASDAQ Global MarketSM
CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
CBRG,Chain Bridge I - Class A Ordinary Shares,NASDAQ Capital Market
CBRGU,Chain Bridge I - Units,NASDAQ Capital Market
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ Global Select MarketSM
CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ Global Select MarketSM
CBUS,"Cibus, Inc. - Class A Common Stock",NASDAQ Capital Market
CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ Global MarketSM
CCB,Coastal Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
CCBG,Capital City Bank Group - Common Stock,NASDAQ Global Select MarketSM
CCCC,"C4 Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
CCCS,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ Global Select MarketSM
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,NASDAQ Global Select MarketSM
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,NASDAQ Global Select MarketSM
CCG,Cheche Group Inc. - Class A Ordinary Shares,NASDAQ Capital Market
CCGWW,Cheche Group Inc. - Warrant,NASDAQ Capital Market
CCIXU,Churchill Capital Corp IX - Unit,NASDAQ Global MarketSM
CCLD,"CareCloud, Inc. - Common Stock",NASDAQ Global MarketSM
CCLDO,"CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ Global MarketSM
CCLDP,"CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ Global MarketSM
CCNE,CNB Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ Global Select MarketSM
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ Global Select MarketSM
CCRN,"Cross Country Healthcare, Inc. - Common Stock",NASDAQ Global Select MarketSM
CCSB,Carbon Collective Short Duration Green Bond ETF,NASDAQ Global MarketSM
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",NASDAQ Global Select MarketSM
CCSO,Carbon Collective Climate Solutions U.S. Equity ETF,NASDAQ Global MarketSM
CCTG,CCSC Technology International Holdings Limited - Ordinary Shares,NASDAQ Capital Market
CCTS,Cactus Acquisition Corp. 1 Limited - Class A Ordinary Share,NASDAQ Global MarketSM
CCTSU,Cactus Acquisition Corp. 1 Limited - Unit,NASDAQ Global MarketSM
CCTSW,Cactus Acquisition Corp. 1 Limited - Warrant,NASDAQ Global MarketSM
CDAQ,Compass Digital Acquisition Corp. - Class A Ordinary Shares,NASDAQ Global MarketSM
CDAQU,Compass Digital Acquisition Corp. - Unit,NASDAQ Global MarketSM
CDAQW,Compass Digital Acquisition Corp. - Warrant,NASDAQ Global MarketSM
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,NASDAQ Global MarketSM
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,NASDAQ Capital Market
CDIOW,Cardio Diagnostics Holdings Inc. - Warrant,NASDAQ Capital Market
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,NASDAQ Global MarketSM
CDLX,"Cardlytics, Inc. - Common Stock",NASDAQ Global MarketSM
CDMO,"Avid Bioservices, Inc. - Common Stock",NASDAQ Capital Market
CDNA,"CareDx, Inc. - Common Stock",NASDAQ Global MarketSM
CDNS,"Cadence Design Systems, Inc. - Common Stock",NASDAQ Global Select MarketSM
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",NASDAQ Capital Market
CDROW,"Codere Online Luxembourg, S.A. - Warrants",NASDAQ Capital Market
CDT,Conduit Pharmaceuticals Inc.  - Common Stock,NASDAQ Global MarketSM
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,NASDAQ Capital Market
CDTTW,Conduit Pharmaceuticals Inc.  - Warrant,NASDAQ Capital Market
CDTX,"Cidara Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CDW,CDW Corporation - Common Stock,NASDAQ Global Select MarketSM
CDXC,ChromaDex Corporation - Common Stock,NASDAQ Capital Market
CDXS,"Codexis, Inc. - Common Stock",NASDAQ Global Select MarketSM
CDZI,"Cadiz, Inc. - Common Stock",NASDAQ Global MarketSM
CDZIP,"Cadiz, Inc. - Depositary Shares",NASDAQ Global MarketSM
CEAD,CEA Industries Inc. - Common Stock,NASDAQ Capital Market
CEADW,CEA Industries Inc. - Warrant,NASDAQ Capital Market
CECO,CECO Environmental Corp. - Common Stock,NASDAQ Global Select MarketSM
CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,NASDAQ Global MarketSM
CEG,Constellation Energy Corporation - Common Stock,NASDAQ Global Select MarketSM
CELC,Celcuity Inc. - Common Stock,NASDAQ Capital Market
CELH,"Celsius Holdings, Inc. - Common Stock",NASDAQ Capital Market
CELU,Celularity Inc. - Class A Common Stock,NASDAQ Capital Market
CELUW,Celularity Inc. - Warrant,NASDAQ Capital Market
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",NASDAQ Capital Market
CENN,Cenntro Inc. - Common Stock,NASDAQ Capital Market
CENT,Central Garden & Pet Company - Common Stock,NASDAQ Global Select MarketSM
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,NASDAQ Global Select MarketSM
CENX,Century Aluminum Company - Common Stock,NASDAQ Global Select MarketSM
CERE,"Cerevel Therapeutics Holdings, Inc. - Common Stock",NASDAQ Capital Market
CERO,"CERo Therapeutics Holdings, Inc. - Common Stock",NASDAQ Global MarketSM
CEROW,"CERo Therapeutics Holdings, Inc. - Warrants",NASDAQ Capital Market
CERS,Cerus Corporation - Common Stock,NASDAQ Global MarketSM
CERT,"Certara, Inc. - Common Stock",NASDAQ Global Select MarketSM
CETU,Cetus Capital Acquisition Corp. - Class A Common Stock,NASDAQ Capital Market
CETUR,Cetus Capital Acquisition Corp. - Right to receive 1/6 of one share of Class A Common Stock,NASDAQ Capital Market
CETUU,Cetus Capital Acquisition Corp. - Unit,NASDAQ Capital Market
CETUW,Cetus Capital Acquisition Corp. - Warrant,NASDAQ Capital Market
CETX,Cemtrex Inc. - Common Stock,NASDAQ Capital Market
CETY,"Clean Energy Technologies, Inc. - Common Stock",NASDAQ Capital Market
CEVA,"CEVA, Inc. - Common Stock",NASDAQ Global Select MarketSM
CFA,VictoryShares US 500 Volatility Wtd ETF,NASDAQ Global MarketSM
CFB,"CrossFirst Bankshares, Inc. - Common Stock",NASDAQ Global Select MarketSM
CFBK,CF Bankshares Inc. - Common Stock,NASDAQ Capital Market
CFFI,C&F Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
CFFN,"Capitol Federal Financial, Inc. - Common Stock",NASDAQ Global Select MarketSM
CFFS,CF Acquisition Corp. VII - Class A Common Stock,NASDAQ Capital Market
CFFSU,CF Acquisition Corp. VII - Unit,NASDAQ Global MarketSM
CFFSW,CF Acquisition Corp. VII - Warrant,NASDAQ Capital Market
CFLT,"Confluent, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,NASDAQ Global MarketSM
CFSB,"CFSB Bancorp, Inc. - Common Stock",NASDAQ Capital Market
CG,The Carlyle Group Inc. - Common Stock,NASDAQ Global Select MarketSM
CGABL,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,NASDAQ Global Select MarketSM
CGBD,"Carlyle Secured Lending, Inc. - Closed End Fund",NASDAQ Global Select MarketSM
CGBDL,"Carlyle Secured Lending, Inc. - 8.20% Notes due 2028",NASDAQ Global MarketSM
CGC,Canopy Growth Corporation - Common Shares,NASDAQ Global Select MarketSM
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
CGEN,Compugen Ltd. - Ordinary Shares,NASDAQ Capital Market
CGNT,Cognyte Software Ltd. - Ordinary Shares,NASDAQ Global Select MarketSM
CGNX,Cognex Corporation - Common Stock,NASDAQ Global Select MarketSM
CGO,Calamos Global Total Return Fund - Closed End Fund,NASDAQ Global Select MarketSM
CGON,"CG Oncology, Inc. - Common stock",NASDAQ Global Select MarketSM
CGTX,"Cognition Therapeutics, Inc. - Common Stock",NASDAQ Global MarketSM
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",NASDAQ Capital Market
CHCO,City Holding Company - Common Stock,NASDAQ Global Select MarketSM
CHDN,"Churchill Downs, Incorporated - Common Stock",NASDAQ Global Select MarketSM
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ Global Select MarketSM
CHEK,Check-Cap Ltd. - Ordinary Share,NASDAQ Capital Market
CHI,Calamos Convertible Opportunities and Income Fund - Closed End Fund,NASDAQ Global Select MarketSM
CHK,Chesapeake Energy Corporation - Common Stock,NASDAQ Global Select MarketSM
CHKEL,Chesapeake Energy Corporation - Class C Warrants,NASDAQ Global Select MarketSM
CHKEW,Chesapeake Energy Corporation - Class A Warrants,NASDAQ Capital Market
CHKEZ,Chesapeake Energy Corporation - Class B Warrants,NASDAQ Capital Market
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ Global Select MarketSM
CHMG,Chemung Financial Corp  - Common Stock,NASDAQ Global Select MarketSM
CHNR,"China Natural Resources, Inc. - Common Shares",NASDAQ Capital Market
CHPS,Xtrackers Semiconductor Select Equity ETF,NASDAQ Global MarketSM
CHR,"Cheer Holding, Inc.  - Ordinary Share",NASDAQ Capital Market
CHRD,Chord Energy Corporation - Common Stock,NASDAQ Global Select MarketSM
CHRS,"Coherus BioSciences, Inc. - Common Stock",NASDAQ Global MarketSM
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",NASDAQ Global Select MarketSM
CHSCL,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",NASDAQ Global Select MarketSM
CHSCM,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",NASDAQ Global Select MarketSM
CHSCN,CHS Inc - Preferred Class B Series 2 Reset Rate,NASDAQ Global Select MarketSM
CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,NASDAQ Global Select MarketSM
CHSCP,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,NASDAQ Global Select MarketSM
CHSN,Chanson International Holding - Class A Ordinary Shares,NASDAQ Capital Market
CHTR,"Charter Communications, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
CHUY,"Chuy's Holdings, Inc. - Common Stock",NASDAQ Global Select MarketSM
CHW,Calamos Global Dynamic Income Fund - Closed End Fund,NASDAQ Global Select MarketSM
CHX,ChampionX Corporation - Common Stock,NASDAQ Global Select MarketSM
CHY,Calamos Convertible and High Income Fund - Closed End Fund,NASDAQ Global Select MarketSM
CIBR,First Trust NASDAQ Cybersecurity ETF,NASDAQ Global MarketSM
CID,VictoryShares International High Div Volatility Wtd ETF,NASDAQ Global MarketSM
CIFR,Cipher Mining Inc. - Common Stock,NASDAQ Global Select MarketSM
CIFRW,Cipher Mining Inc. - Warrant,NASDAQ Global Select MarketSM
CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,NASDAQ Global Select MarketSM
CIL,VictoryShares International Volatility Wtd ETF,NASDAQ Global MarketSM
CINF,Cincinnati Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
CING,Cingulate Inc. - Common Stock,NASDAQ Capital Market
CINGW,Cingulate Inc. - Warrants,NASDAQ Capital Market
CISO,"CISO Global, Inc. - Common Stock",NASDAQ Capital Market
CISS,C3is Inc. - Common Stock,NASDAQ Capital Market
CITE,Cartica Acquisition Corp - Class A Ordinary Shares,NASDAQ Global MarketSM
CITEU,Cartica Acquisition Corp - Unit,NASDAQ Global MarketSM
CITEW,Cartica Acquisition Corp - Warrant,NASDAQ Global MarketSM
CIVB,"Civista Bancshares, Inc.  - Common Stock",NASDAQ Capital Market
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,NASDAQ Global MarketSM
CJET,"Chijet Motor Company, Inc. - Ordinary Shares",NASDAQ Global MarketSM
CJJD,"China Jo-Jo Drugstores, Inc. - Ordinary Shares",NASDAQ Capital Market
CKPT,"Checkpoint Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CLAR,Clarus Corporation - Common Stock,NASDAQ Global Select MarketSM
CLBK,"Columbia Financial, Inc. - Common Stock",NASDAQ Global Select MarketSM
CLBT,Cellebrite DI Ltd. - Ordinary Shares,NASDAQ Global Select MarketSM
CLBTW,Cellebrite DI Ltd. - Warrants,NASDAQ Global Select MarketSM
CLDX,"Celldex Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CLEU,China Liberal Education Holdings Limited - Ordinary Shares,NASDAQ Capital Market
CLFD,"Clearfield, Inc. - Common Stock",NASDAQ Global MarketSM
CLGN,CollPlant Biotechnologies Ltd. - Ordinary Shares,NASDAQ Global MarketSM
CLIR,ClearSign Technologies Corporation - Common Stock,NASDAQ Capital Market
CLLS,Cellectis S.A. - American Depositary Shares,NASDAQ Global MarketSM
CLMB,"Climb Global Solutions, Inc. - Common Stock",NASDAQ Global MarketSM
CLMT,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",NASDAQ Global Select MarketSM
CLNE,Clean Energy Fuels Corp. - Common Stock,NASDAQ Global Select MarketSM
CLNN,Clene Inc. - Common Stock,NASDAQ Capital Market
CLNNW,Clene Inc. - Warrant,NASDAQ Capital Market
CLOA,BlackRock AAA CLO ETF,NASDAQ Global MarketSM
CLOD,Themes Cloud Computing ETF,NASDAQ Global MarketSM
CLOE,Clover Leaf Capital Corp. - Class A Common Stock,NASDAQ Capital Market
CLOER,Clover Leaf Capital Corp. - Rights,NASDAQ Capital Market
CLOEU,Clover Leaf Capital Corp. - Unit,NASDAQ Capital Market
CLOU,Global X Cloud Computing ETF,NASDAQ Global MarketSM
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",NASDAQ Global Select MarketSM
CLPS,CLPS Incorporation - Common Stock,NASDAQ Global MarketSM
CLPT,ClearPoint Neuro Inc. - Common Stock,NASDAQ Capital Market
CLRB,"Cellectar Biosciences, Inc. - Common Stock",NASDAQ Capital Market
CLRC,ClimateRock - Class A Ordinary Shares,NASDAQ Global MarketSM
CLRCR,ClimateRock - Right,NASDAQ Global MarketSM
CLRCU,ClimateRock - Unit,NASDAQ Global MarketSM
CLRCW,ClimateRock - Warrant,NASDAQ Global MarketSM
CLRO,"ClearOne, Inc. - Common Stock",NASDAQ Capital Market
CLSD,"Clearside Biomedical, Inc. - Common Stock",NASDAQ Global MarketSM
CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ Capital Market
CLSM,Cabana Target Leading Sector Moderate ETF,NASDAQ Global MarketSM
CLST,"Catalyst Bancorp, Inc. - common stock",NASDAQ Capital Market
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,NASDAQ Capital Market
CMAX,"CareMax, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
CMAXW,"CareMax, Inc. - Warrant",NASDAQ Global Select MarketSM
CMBM,Cambium Networks Corporation - Ordinary Shares,NASDAQ Global MarketSM
CMCA,Capitalworks Emerging Markets Acquisition Corp - Class A Ordinary Shares,NASDAQ Global MarketSM
CMCAU,Capitalworks Emerging Markets Acquisition Corp - Unit,NASDAQ Global MarketSM
CMCAW,Capitalworks Emerging Markets Acquisition Corp - Warrant,NASDAQ Global MarketSM
CMCO,Columbus McKinnon Corporation - Common Stock,NASDAQ Global Select MarketSM
CMCSA,Comcast Corporation - Class A Common Stock,NASDAQ Global Select MarketSM
CMCT,Creative Media & Community Trust Corporation - Common Stock,NASDAQ Global MarketSM
CME,CME Group Inc. - Class A Common Stock,NASDAQ Global Select MarketSM
CMLS,Cumulus Media Inc. - Class A Common Stock,NASDAQ Global MarketSM
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,NASDAQ Capital Market
CMND,Clearmind Medicine Inc. - Common Shares,NASDAQ Capital Market
CMPO,"CompoSecure, Inc.  - Class A Common Stock",NASDAQ Global MarketSM
CMPOW,"CompoSecure, Inc.  - Warrant",NASDAQ Global MarketSM
CMPR,Cimpress plc - Ordinary Shares,NASDAQ Global Select MarketSM
CMPS,COMPASS Pathways Plc - American Depository Shares,NASDAQ Global Select MarketSM
CMPX,"Compass Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CMRX,"Chimerix, Inc. - Common Stock",NASDAQ Global MarketSM
CMTL,Comtech Telecommunications Corp. - Common Stock,NASDAQ Global Select MarketSM
CNCR,Range Cancer Therapeutics ETF,NASDAQ Global MarketSM
CNDT,Conduent Incorporated - Common Stock,NASDAQ Global Select MarketSM
CNET,ZW Data Action Technologies Inc. - Common Stock,NASDAQ Capital Market
CNEY,CN Energy Group Inc. - Class A Ordinary Shares,NASDAQ Capital Market
CNFR,"Conifer Holdings, Inc. - Common Stock",NASDAQ Capital Market
CNFRZ,"Conifer Holdings, Inc. - 9.75% Senior Unsecured Notes due 2028",NASDAQ Global MarketSM
CNGL,Canna-Global Acquisition Corp - Class A Common Stock,NASDAQ Capital Market
CNGLU,Canna-Global Acquisition Corp - Unit,NASDAQ Capital Market
CNGLW,Canna-Global Acquisition Corp - Warrant,NASDAQ Capital Market
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
CNOBP,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A, par value $0.00 per share)",NASDAQ Global Select MarketSM
CNSL,"Consolidated Communications Holdings, Inc. - Common Stock",NASDAQ Global Select MarketSM
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",NASDAQ Capital Market
CNTA,Centessa Pharmaceuticals plc - American Depositary Shares,NASDAQ Global Select MarketSM
CNTB,Connect Biopharma Holdings Limited - American Depositary Shares,NASDAQ Global MarketSM
CNTG,Centogene N.V. - Common Shares,NASDAQ Global MarketSM
CNTX,Context Therapeutics Inc. - Common Stock,NASDAQ Capital Market
CNTY,"Century Casinos, Inc. - Common Stock",NASDAQ Capital Market
CNVS,Cineverse Corp. - Class A Common Stock,NASDAQ Capital Market
CNXC,Concentrix Corporation - Common Stock,NASDAQ Global Select MarketSM
CNXN,"PC Connection, Inc. - Common Stock",NASDAQ Global Select MarketSM
COCH,"Envoy Medical, Inc. - Class A Common Stock",NASDAQ Capital Market
COCHW,"Envoy Medical, Inc. - Warrant",NASDAQ Capital Market
COCO,"The Vita Coco Company, Inc. - Common Stock",NASDAQ Global Select MarketSM
COCP,"Cocrystal Pharma, Inc. - Common Stock",NASDAQ Capital Market
CODA,"Coda Octopus Group, Inc. - Common stock",NASDAQ Capital Market
CODX,"Co-Diagnostics, Inc. - Common Stock",NASDAQ Capital Market
COEP,"Coeptis Therapeutics Holdings, Inc. - Common Stock",NASDAQ Capital Market
COEPW,"Coeptis Therapeutics Holdings, Inc. - Warrants",NASDAQ Capital Market
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",NASDAQ Capital Market
COGT,"Cogent Biosciences, Inc. - Common Stock",NASDAQ Global Select MarketSM
COHU,"Cohu, Inc. - Common Stock",NASDAQ Global Select MarketSM
COIN,"Coinbase Global, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",NASDAQ Global Select MarketSM
COLB,"Columbia Banking System, Inc. - Common Stock",NASDAQ Global Select MarketSM
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",NASDAQ Global Select MarketSM
COLM,Columbia Sportswear Company - Common Stock,NASDAQ Global Select MarketSM
COMM,"CommScope Holding Company, Inc. - Common Stock",NASDAQ Global Select MarketSM
COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,NASDAQ Global MarketSM
CONL,GraniteShares 2x Long COIN Daily ETF,NASDAQ Global MarketSM
CONN,"Conn's, Inc. - Common Stock",NASDAQ Global Select MarketSM
COO,"The Cooper Companies, Inc.  - Common Stock",NASDAQ Global Select MarketSM
COOL,Corner Growth Acquisition Corp. - Class A Ordinary Shares,NASDAQ Capital Market
COOLU,Corner Growth Acquisition Corp. - Unit,NASDAQ Capital Market
COOLW,Corner Growth Acquisition Corp. - Warrant,NASDAQ Capital Market
COOP,Mr. Cooper Group Inc. - Common Stock,NASDAQ Capital Market
COOT,Australian Oilseeds Holdings Limited - Ordinary Shares,NASDAQ Global MarketSM
COOTW,Australian Oilseeds Holdings Limited - Warrant,NASDAQ Global MarketSM
COPJ,Sprott Junior Copper Miners ETF,NASDAQ Global MarketSM
COPP,Sprott Copper Miners ETF,NASDAQ Global MarketSM
CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ Capital Market
CORZ,"Core Scientific, Inc. - Common Stock",NASDAQ Global Select MarketSM
CORZW,"Core Scientific, Inc. - Tranche 1 Warrants",NASDAQ Global Select MarketSM
CORZZ,"Core Scientific, Inc. - Tranche 2 Warrants",NASDAQ Global Select MarketSM
COSM,Cosmos Health Inc. - Common Stock,NASDAQ Capital Market
COST,Costco Wholesale Corporation - Common Stock,NASDAQ Global Select MarketSM
COWG,Pacer US Large Cap Cash Cows Growth Leaders ETF,NASDAQ Global MarketSM
COWS,Amplify Cash Flow Dividend Leaders ETF,NASDAQ Global MarketSM
COYA,"Coya Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
CPBI,"Central Plains Bancshares, Inc. - Common Stock",NASDAQ Capital Market
CPHC,Canterbury Park Holding Corporation - Common Stock,NASDAQ Global MarketSM
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,NASDAQ Global Select MarketSM
CPLP,Capital Product Partners L.P. - Common Units representing limited partner interests,NASDAQ Global Select MarketSM
CPLS,AB Core Plus Bond ETF,NASDAQ Global MarketSM
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",NASDAQ Capital Market
CPRT,"Copart, Inc. - Common Stock",NASDAQ Global Select MarketSM
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",NASDAQ Capital Market
CPSH,CPS Technologies Corp. - Common Stock,NASDAQ Capital Market
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",NASDAQ Global MarketSM
CPTN,"Cepton, Inc. - Common Stock",NASDAQ Capital Market
CPTNW,"Cepton, Inc. - Warrant",NASDAQ Capital Market
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,NASDAQ Global Select MarketSM
CRAI,"CRA International,Inc. - Common Stock",NASDAQ Global Select MarketSM
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ Capital Market
CRBU,"Caribou Biosciences, Inc. - Common Stock",NASDAQ Global Select MarketSM
CRCT,"Cricut, Inc. - Class A common stock",NASDAQ Global Select MarketSM
CRDF,"Cardiff Oncology, Inc. - Common Stock",NASDAQ Capital Market
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,NASDAQ Capital Market
